<<<<<<< HEAD
﻿Provience,Location,Weather,Traveltype,Accommodation,Address,Perpersonbudget,Activities
Southern,Galle,Hot,Spiritual,THEJAN BEACH CABANAS,"GALLE ROAD, YALEGAHA, INDURUWA",16200,"Music festivals,Walking tours,Explore Galle Dutch Fort,Visit Galle Fort Lighthouse,Maritime Museum,Sea Turtle Hatchery,Tuk Tuk Tours,Meeran Jumma Mosque"
Southern,Galle,Hot,Spiritual,MADOLDU ECO RESORT,"GINIWELLA, KATHALUWA, AHANGAMA",15600,"Music festivals,Walking tours,Explore Galle Dutch Fort,Visit Galle Fort Lighthouse,Maritime Museum,Sea Turtle Hatchery,Tuk Tuk Tours,Meeran Jumma Mosque"
Southern,Galle,Hot,Spiritual,TARTARUGA HOTEL,"YADDEHIMULLA,UNAWATUNA,GALLE.",12800,"Music festivals,Walking tours,Explore Galle Dutch Fort,Visit Galle Fort Lighthouse,Maritime Museum,Sea Turtle Hatchery,Tuk Tuk Tours,Meeran Jumma Mosque"
Southern,Galle,Hot,Spiritual,LEIJAY RESORT,"NO :43,NEW LANE,MADAWALAMULLA,GALLE.",37200,"Music festivals,Walking tours,Explore Galle Dutch Fort,Visit Galle Fort Lighthouse,Maritime Museum,Sea Turtle Hatchery,Tuk Tuk Tours,Meeran Jumma Mosque"
Southern,Galle,Hot,Spiritual,RIDEE VILLA,"NO 321,PEELAGODA,UNAWATUNA.",12900,"Music festivals,Walking tours,Explore Galle Dutch Fort,Visit Galle Fort Lighthouse,Maritime Museum,Sea Turtle Hatchery,Tuk Tuk Tours,Meeran Jumma Mosque"
Southern,Galle,Hot,Spiritual,ROCK SIDE CABANAS,"668, MATARA ROAD, MIHIRIPENNA, TALPE",16200,"Music festivals,Walking tours,Explore Galle Dutch Fort,Visit Galle Fort Lighthouse,Maritime Museum,Sea Turtle Hatchery,Tuk Tuk Tours,Meeran Jumma Mosque"
Southern,Galle,Hot,Spiritual,OWL AND THE PUSSY CAT,"NO. 788, MATARA ROAD, THALPE,GALLE.",14800,"Music festivals,Walking tours,Explore Galle Dutch Fort,Visit Galle Fort Lighthouse,Maritime Museum,Sea Turtle Hatchery,Tuk Tuk Tours,Meeran Jumma Mosque"
Southern,Galle,Hot,Spiritual,ANANDA AYURVEDA RESORT,"HIDDARUWA, MIDDLE ROAD, KOSGODA",16400,"Music festivals,Walking tours,Explore Galle Dutch Fort,Visit Galle Fort Lighthouse,Maritime Museum,Sea Turtle Hatchery,Tuk Tuk Tours,Meeran Jumma Mosque"
Southern,Galle,Hot,Spiritual,KK BEACH,"MATARA ROAD, HABARADUWA, GALLE.",26900,"Music festivals,Walking tours,Explore Galle Dutch Fort,Visit Galle Fort Lighthouse,Maritime Museum,Sea Turtle Hatchery,Tuk Tuk Tours,Meeran Jumma Mosque"
Southern,Galle,Hot,Spiritual,SAPPHIRE SEAS HOTEL,"SAPPHIRE SEAS HOTEL,GALLE ROAD, PATUWATHA, DODANDUWA,HIKKADUWA",18600,"Music festivals,Walking tours,Explore Galle Dutch Fort,Visit Galle Fort Lighthouse,Maritime Museum,Sea Turtle Hatchery,Tuk Tuk Tours,Meeran Jumma Mosque"
Southern,Galle,Hot,Spiritual,SERENDIPITALY HOTEL,"37,GALLE ROAD,AKURALA, AMBALANGODA",10500,"Music festivals,Walking tours,Explore Galle Dutch Fort,Visit Galle Fort Lighthouse,Maritime Museum,Sea Turtle Hatchery,Tuk Tuk Tours,Meeran Jumma Mosque"
Southern,Galle,Hot,Spiritual,OASEY HOTEL AND REATAURANT,"OASEY HOTEL RESTAURANT , GALBADA, INDURUWA.",40300,"Music festivals,Walking tours,Explore Galle Dutch Fort,Visit Galle Fort Lighthouse,Maritime Museum,Sea Turtle Hatchery,Tuk Tuk Tours,Meeran Jumma Mosque"
Southern,Galle,Hot,Spiritual,LUSH LIFE VILLA,"TEMPLE ROAD,MEEPAWALA,PODDALA,GALLE.",17200,"Music festivals,Walking tours,Explore Galle Dutch Fort,Visit Galle Fort Lighthouse,Maritime Museum,Sea Turtle Hatchery,Tuk Tuk Tours,Meeran Jumma Mosque"
Southern,Galle,Hot,Spiritual,KUMU BEACH,"670/5, DALLE ROAD, WELAGEDARA,BALAPITIYA, GALLE",9000,"Music festivals,Walking tours,Explore Galle Dutch Fort,Visit Galle Fort Lighthouse,Maritime Museum,Sea Turtle Hatchery,Tuk Tuk Tours,Meeran Jumma Mosque"
Southern,Galle,Hot,Spiritual,ATAPATTU WALAWWA,"35/5, ATAPATTU WALAWWA, LOWER DICKSON ROAD, GALLE",19500,"Music festivals,Walking tours,Explore Galle Dutch Fort,Visit Galle Fort Lighthouse,Maritime Museum,Sea Turtle Hatchery,Tuk Tuk Tours,Meeran Jumma Mosque"
Southern,Galle,Hot,Spiritual,ARMITAGE RESIDENCE,"ARACHCHIKANDA, WACKWELLA, GALLE.",12100,"Music festivals,Walking tours,Explore Galle Dutch Fort,Visit Galle Fort Lighthouse,Maritime Museum,Sea Turtle Hatchery,Tuk Tuk Tours,Meeran Jumma Mosque"
Southern,Galle,Hot,Spiritual,RAMPART VIEW GUEST HOUSE,"37, RAMPART STREET, FORT, GALLE.",12200,"Music festivals,Walking tours,Explore Galle Dutch Fort,Visit Galle Fort Lighthouse,Maritime Museum,Sea Turtle Hatchery,Tuk Tuk Tours,Meeran Jumma Mosque"
Southern,Galle,Hot,Spiritual,THE VILLA BALAPITIYA BEACH,"""THE VILLA BALAPITIYA BEACH"",NO.517,GALLE ROAD,WALAGEDARA,BALAPITIYA",8900,"Music festivals,Walking tours,Explore Galle Dutch Fort,Visit Galle Fort Lighthouse,Maritime Museum,Sea Turtle Hatchery,Tuk Tuk Tours,Meeran Jumma Mosque"
Southern,Galle,Hot,Spiritual,VILLA SETH,"""VILLA SETH"",NO.36/14,YASODARA WATTA,HIRIMBURA CROSS ROAD,GALLE",28600,"Music festivals,Walking tours,Explore Galle Dutch Fort,Visit Galle Fort Lighthouse,Maritime Museum,Sea Turtle Hatchery,Tuk Tuk Tours,Meeran Jumma Mosque"
Southern,Galle,Hot,Spiritual,OCEAN INN,"""OCEAN INN"",NO.166/7,ROBOLGODA,BENTOTA",12200,"Music festivals,Walking tours,Explore Galle Dutch Fort,Visit Galle Fort Lighthouse,Maritime Museum,Sea Turtle Hatchery,Tuk Tuk Tours,Meeran Jumma Mosque"
Southern,Galle,Hot,Spiritual,WHITE VILLA,"160/1, SOORIYAGODA, BENTOTA.",17700,"Music festivals,Walking tours,Explore Galle Dutch Fort,Visit Galle Fort Lighthouse,Maritime Museum,Sea Turtle Hatchery,Tuk Tuk Tours,Meeran Jumma Mosque"
Southern,Galle,Hot,Spiritual,PENT HOUSE ON THE ROCK,"JAKOTUWA, YADDEHIMULLA RD, UNAWATUNA",20300,"Music festivals,Walking tours,Explore Galle Dutch Fort,Visit Galle Fort Lighthouse,Maritime Museum,Sea Turtle Hatchery,Tuk Tuk Tours,Meeran Jumma Mosque"
Southern,Galle,Hot,Spiritual,SAADHANA BIRD HOUSE,"212 A, YADDEHIMULLA, UNAWATUNA",13400,"Music festivals,Walking tours,Explore Galle Dutch Fort,Visit Galle Fort Lighthouse,Maritime Museum,Sea Turtle Hatchery,Tuk Tuk Tours,Meeran Jumma Mosque"
Southern,Galle,Hot,Spiritual,GRACE HOME STAY,"572, OBADAWATTA, SINHARUPAGAMA, BENTOTA",7100,"Music festivals,Walking tours,Explore Galle Dutch Fort,Visit Galle Fort Lighthouse,Maritime Museum,Sea Turtle Hatchery,Tuk Tuk Tours,Meeran Jumma Mosque"
Southern,Galle,Hot,Spiritual,HOME STAY STRAND,"218, YADDEHIMULLA ROAD, UNAWATUNA",10800,"Music festivals,Walking tours,Explore Galle Dutch Fort,Visit Galle Fort Lighthouse,Maritime Museum,Sea Turtle Hatchery,Tuk Tuk Tours,Meeran Jumma Mosque"
Southern,Galle,Hot,Spiritual,SHEEN HOME STAY,"18/5, MOHOTTI WATTE, BALAPITIYA",15800,"Music festivals,Walking tours,Explore Galle Dutch Fort,Visit Galle Fort Lighthouse,Maritime Museum,Sea Turtle Hatchery,Tuk Tuk Tours,Meeran Jumma Mosque"
Southern,Galle,Hot,Spiritual,SOPHIE HOUSE,"567/3, DEWANIYAGAHA WATTA, NARIGAMA, HIKKADUWA.",8500,"Music festivals,Walking tours,Explore Galle Dutch Fort,Visit Galle Fort Lighthouse,Maritime Museum,Sea Turtle Hatchery,Tuk Tuk Tours,Meeran Jumma Mosque"
Southern,Galle,Hot,Spiritual,DIYESTA TRAVELER,"NO. 03, DIYADOLAWATTA, HABARAKADA, THAWALAMA.",13900,"Music festivals,Walking tours,Explore Galle Dutch Fort,Visit Galle Fort Lighthouse,Maritime Museum,Sea Turtle Hatchery,Tuk Tuk Tours,Meeran Jumma Mosque"
Southern,Galle,Hot,Spiritual,RAVEENA HOME STAY,"""RAVEENA"", NO.11, YASODARA SCHOOL ROAD, MODARAPATUWATHA, DODANDUWA.",41900,"Music festivals,Walking tours,Explore Galle Dutch Fort,Visit Galle Fort Lighthouse,Maritime Museum,Sea Turtle Hatchery,Tuk Tuk Tours,Meeran Jumma Mosque"
Southern,Galle,Hot,Spiritual,VILLA SEPALIKA,"DEWUNDARA WATTA,GIRIGALA,HABARADUWA.",21300,"Music festivals,Walking tours,Explore Galle Dutch Fort,Visit Galle Fort Lighthouse,Maritime Museum,Sea Turtle Hatchery,Tuk Tuk Tours,Meeran Jumma Mosque"
Southern,Galle,Hot,Spiritual,FALCY ESTATE,"FALCY ESTATE, AGALLIYA, BADDEGAMA.",13700,"Music festivals,Walking tours,Explore Galle Dutch Fort,Visit Galle Fort Lighthouse,Maritime Museum,Sea Turtle Hatchery,Tuk Tuk Tours,Meeran Jumma Mosque"
Southern,Galle,Hot,Spiritual,MALI NIWASA,"NO.126,KITHULAMPITIYA ROAD,KAHADUWAWATTA,GALLE.SRI LANKA",16900,"Music festivals,Walking tours,Explore Galle Dutch Fort,Visit Galle Fort Lighthouse,Maritime Museum,Sea Turtle Hatchery,Tuk Tuk Tours,Meeran Jumma Mosque"
Southern,Galle,Hot,Spiritual,JAYASWIN HOLIDAY BUNGALOW,"NO.159,ROBOLGODA,BENTOTA.",14500,"Music festivals,Walking tours,Explore Galle Dutch Fort,Visit Galle Fort Lighthouse,Maritime Museum,Sea Turtle Hatchery,Tuk Tuk Tours,Meeran Jumma Mosque"
Southern,Galle,Hot,Spiritual,HERIN GREEN HOUSE,"NO.33/1A,SEMANARYA ROAD, KITHULAMPITIYA,GALLE",27000,"Music festivals,Walking tours,Explore Galle Dutch Fort,Visit Galle Fort Lighthouse,Maritime Museum,Sea Turtle Hatchery,Tuk Tuk Tours,Meeran Jumma Mosque"
Southern,Galle,Hot,Spiritual,KUNDALA BUNGALOWS,"NARIGAMA TEMPLE ROAD,HIKKADUWA",24100,"Music festivals,Walking tours,Explore Galle Dutch Fort,Visit Galle Fort Lighthouse,Maritime Museum,Sea Turtle Hatchery,Tuk Tuk Tours,Meeran Jumma Mosque"
Southern,Galle,Hot,Spiritual,UDA KANDA,"KADURUDUWA,WANCHAWALA,GALLE.",11800,"Music festivals,Walking tours,Explore Galle Dutch Fort,Visit Galle Fort Lighthouse,Maritime Museum,Sea Turtle Hatchery,Tuk Tuk Tours,Meeran Jumma Mosque"
Southern,Galle,Hot,Spiritual,LAL HOME STAY (BENTOTA),"NO 18, PITOROMBE, BENTOTA",34000,"Music festivals,Walking tours,Explore Galle Dutch Fort,Visit Galle Fort Lighthouse,Maritime Museum,Sea Turtle Hatchery,Tuk Tuk Tours,Meeran Jumma Mosque"
Southern,Galle,Hot,Spiritual,DREAM VILLA,"7/3, BRAHMANA WATTA ROAD, BALAPITIYA.",16800,"Music festivals,Walking tours,Explore Galle Dutch Fort,Visit Galle Fort Lighthouse,Maritime Museum,Sea Turtle Hatchery,Tuk Tuk Tours,Meeran Jumma Mosque"
Southern,Galle,Hot,Spiritual,SETHRA,"NO 65, ROUND ROAD, OBADAWATTA, BENTOTA",15200,"Music festivals,Walking tours,Explore Galle Dutch Fort,Visit Galle Fort Lighthouse,Maritime Museum,Sea Turtle Hatchery,Tuk Tuk Tours,Meeran Jumma Mosque"
Southern,Galle,Hot,Spiritual,SOUTHERN COMFORTS,"62 A/2, LIGHT HOUSE STREET, FORT, GALLE",14100,"Music festivals,Walking tours,Explore Galle Dutch Fort,Visit Galle Fort Lighthouse,Maritime Museum,Sea Turtle Hatchery,Tuk Tuk Tours,Meeran Jumma Mosque"
Southern,Galle,Hot,Spiritual,SANASUMA VILLA,"SANASUMA, BODHIYA ROAD, SOORIYAGODA, BENTOTA.",35800,"Music festivals,Walking tours,Explore Galle Dutch Fort,Visit Galle Fort Lighthouse,Maritime Museum,Sea Turtle Hatchery,Tuk Tuk Tours,Meeran Jumma Mosque"
Southern,Galle,Hot,Spiritual,AVINKA VILLA,"WALPOLAWATHTHA, TALPE NORTH, UNAWATUNA",22400,"Music festivals,Walking tours,Explore Galle Dutch Fort,Visit Galle Fort Lighthouse,Maritime Museum,Sea Turtle Hatchery,Tuk Tuk Tours,Meeran Jumma Mosque"
Southern,Galle,Hot,Spiritual,CHAMALKAS HOMESTAY,"67A,CHURCH STREET,FORT GALLE",5200,"Music festivals,Walking tours,Explore Galle Dutch Fort,Visit Galle Fort Lighthouse,Maritime Museum,Sea Turtle Hatchery,Tuk Tuk Tours,Meeran Jumma Mosque"
Southern,Galle,Hot,Spiritual,BERALIYA,"BATAPOLA ROAD, KAHAWA",28000,"Music festivals,Walking tours,Explore Galle Dutch Fort,Visit Galle Fort Lighthouse,Maritime Museum,Sea Turtle Hatchery,Tuk Tuk Tours,Meeran Jumma Mosque"
Southern,Galle,Hot,Spiritual,SIRIMAL HOME REST,"MAKAN WATTE, GODAKANDA, GALLE",18500,"Music festivals,Walking tours,Explore Galle Dutch Fort,Visit Galle Fort Lighthouse,Maritime Museum,Sea Turtle Hatchery,Tuk Tuk Tours,Meeran Jumma Mosque"
Southern,Galle,Hot,Spiritual,GOLDEN VILLA,"NAGAHA JUNCTION, PANWILA, HIKKADUWA",26200,"Music festivals,Walking tours,Explore Galle Dutch Fort,Visit Galle Fort Lighthouse,Maritime Museum,Sea Turtle Hatchery,Tuk Tuk Tours,Meeran Jumma Mosque"
Southern,Galle,Hot,Spiritual,ERONEE VILLA,"SRI DHARMA VIJAYARAMA MAWATHA, SOORIYAGODA, BENTOTA.",45900,"Music festivals,Walking tours,Explore Galle Dutch Fort,Visit Galle Fort Lighthouse,Maritime Museum,Sea Turtle Hatchery,Tuk Tuk Tours,Meeran Jumma Mosque"
Southern,Galle,Hot,Spiritual,VILLA MOUNT ROSE,"NO:9/22 E,WEWALWALA ROAD,BATAGANVILA,GALLE.",17600,"Music festivals,Walking tours,Explore Galle Dutch Fort,Visit Galle Fort Lighthouse,Maritime Museum,Sea Turtle Hatchery,Tuk Tuk Tours,Meeran Jumma Mosque"
Southern,Galle,Hot,Spiritual,AVON VILLA,"NO. 61/30, THUDUWEGODA ROAD, AMARASENA MAWATHA, HIKKADUWA",34000,"Music festivals,Walking tours,Explore Galle Dutch Fort,Visit Galle Fort Lighthouse,Maritime Museum,Sea Turtle Hatchery,Tuk Tuk Tours,Meeran Jumma Mosque"
Southern,Galle,Hot,Spiritual,CORAL ROCK BY BANSEI,"NO.340, GALL ROAD, HIKKADUWA",12600,"Music festivals,Walking tours,Explore Galle Dutch Fort,Visit Galle Fort Lighthouse,Maritime Museum,Sea Turtle Hatchery,Tuk Tuk Tours,Meeran Jumma Mosque"
Southern,Galle,Hot,Spiritual,HOTEL LANKA PARADISE,"1/9, AMARASENA MAWATHA, HIKKADUWA.",13900,"Music festivals,Walking tours,Explore Galle Dutch Fort,Visit Galle Fort Lighthouse,Maritime Museum,Sea Turtle Hatchery,Tuk Tuk Tours,Meeran Jumma Mosque"
Southern,Galle,Hot,Spiritual,HOTEL LANKA SUPER CORALS,"NO.390,GALLE ROAD,HIKKADUWA.",13400,"Music festivals,Walking tours,Explore Galle Dutch Fort,Visit Galle Fort Lighthouse,Maritime Museum,Sea Turtle Hatchery,Tuk Tuk Tours,Meeran Jumma Mosque"
Southern,Galle,Hot,Spiritual,JETWING LIGHTHOUSE,"DADELLA,GALLE.",9100,"Music festivals,Walking tours,Explore Galle Dutch Fort,Visit Galle Fort Lighthouse,Maritime Museum,Sea Turtle Hatchery,Tuk Tuk Tours,Meeran Jumma Mosque"
Southern,Galle,Hot,Spiritual,AYURVEDA PARAGON,"P.O.BOX 01, 80615, TALPE",54400,"Music festivals,Walking tours,Explore Galle Dutch Fort,Visit Galle Fort Lighthouse,Maritime Museum,Sea Turtle Hatchery,Tuk Tuk Tours,Meeran Jumma Mosque"
Southern,Galle,Hot,Spiritual,CORAL SANDS HOTEL,"326,GALLE ROAD,HIKKADUWA.",33600,"Music festivals,Walking tours,Explore Galle Dutch Fort,Visit Galle Fort Lighthouse,Maritime Museum,Sea Turtle Hatchery,Tuk Tuk Tours,Meeran Jumma Mosque"
Southern,Galle,Hot,Spiritual,UNAWATUNA BEACH RESORT,"PARANGIYAWATTA,UNAWATUNA,GALLE",10800,"Music festivals,Walking tours,Explore Galle Dutch Fort,Visit Galle Fort Lighthouse,Maritime Museum,Sea Turtle Hatchery,Tuk Tuk Tours,Meeran Jumma Mosque"
Southern,Galle,Hot,Spiritual,HIKKADUWA BEACH HOTEL,"298,GALLE ROAD,HIKKADUWA",22400,"Music festivals,Walking tours,Explore Galle Dutch Fort,Visit Galle Fort Lighthouse,Maritime Museum,Sea Turtle Hatchery,Tuk Tuk Tours,Meeran Jumma Mosque"
Southern,Galle,Hot,Spiritual,AIDA HOTEL,"NO.12A,MANGALA MAWATHA,BENTOTA",11500,"Music festivals,Walking tours,Explore Galle Dutch Fort,Visit Galle Fort Lighthouse,Maritime Museum,Sea Turtle Hatchery,Tuk Tuk Tours,Meeran Jumma Mosque"
Southern,Galle,Hot,Spiritual,AIDA HOTEL-INDURUWA,"NO.798,GALLE ROAD,YALEGAMA,INDURUWA",11500,"Music festivals,Walking tours,Explore Galle Dutch Fort,Visit Galle Fort Lighthouse,Maritime Museum,Sea Turtle Hatchery,Tuk Tuk Tours,Meeran Jumma Mosque"
Southern,Galle,Hot,Spiritual,CITRUS - HIKKADUWA,"NO.400,GALLE ROAD,HIKKADUWA",10300,"Music festivals,Walking tours,Explore Galle Dutch Fort,Visit Galle Fort Lighthouse,Maritime Museum,Sea Turtle Hatchery,Tuk Tuk Tours,Meeran Jumma Mosque"
Southern,Galle,Hot,Spiritual,AYURVEDA WALAUWA,"WARAHENA,BENTOTA",19100,"Music festivals,Walking tours,Explore Galle Dutch Fort,Visit Galle Fort Lighthouse,Maritime Museum,Sea Turtle Hatchery,Tuk Tuk Tours,Meeran Jumma Mosque"
Southern,Galle,Hot,Spiritual,CLUB PARADISE HOTEL,"NATIONAL HOLIDAY RESORT,BENTOTA",15700,"Music festivals,Walking tours,Explore Galle Dutch Fort,Visit Galle Fort Lighthouse,Maritime Museum,Sea Turtle Hatchery,Tuk Tuk Tours,Meeran Jumma Mosque"
Southern,Galle,Hot,Spiritual,DREAM BEACH HOTEL,"NO.509,GALLE ROAD AMBALANGODA",16700,"Music festivals,Walking tours,Explore Galle Dutch Fort,Visit Galle Fort Lighthouse,Maritime Museum,Sea Turtle Hatchery,Tuk Tuk Tours,Meeran Jumma Mosque"
Southern,Galle,Hot,Spiritual,INDURUWA BEACH RESORT,"GALLE ROAD,KAIKAWALA,INDURUWA",19100,"Music festivals,Walking tours,Explore Galle Dutch Fort,Visit Galle Fort Lighthouse,Maritime Museum,Sea Turtle Hatchery,Tuk Tuk Tours,Meeran Jumma Mosque"
Southern,Galle,Hot,Spiritual,INSIGHT,"NO.67,MATARA ROAD,AHANGAMA.",12700,"Music festivals,Walking tours,Explore Galle Dutch Fort,Visit Galle Fort Lighthouse,Maritime Museum,Sea Turtle Hatchery,Tuk Tuk Tours,Meeran Jumma Mosque"
Southern,Galle,Hot,Spiritual,KOSGODA BEACH RESORT,"P.O.BOX.1,NUPE,KOSGODA",12600,"Music festivals,Walking tours,Explore Galle Dutch Fort,Visit Galle Fort Lighthouse,Maritime Museum,Sea Turtle Hatchery,Tuk Tuk Tours,Meeran Jumma Mosque"
Southern,Galle,Hot,Spiritual,LAWRENCE HILL PARADISE,"47,WAULAGODA MIDDLE ROAD,HIKKADUWA",5200,"Music festivals,Walking tours,Explore Galle Dutch Fort,Visit Galle Fort Lighthouse,Maritime Museum,Sea Turtle Hatchery,Tuk Tuk Tours,Meeran Jumma Mosque"
Southern,Galle,Hot,Spiritual,OCEAN BEACH CLUB,"PATUWATHA,DODANDUWA,HIKADUWA",20600,"Music festivals,Walking tours,Explore Galle Dutch Fort,Visit Galle Fort Lighthouse,Maritime Museum,Sea Turtle Hatchery,Tuk Tuk Tours,Meeran Jumma Mosque"
Southern,Galle,Hot,Spiritual,STAR LIGHT HOTEL,"GALLE ROAD,80615,TALPE",21300,"Music festivals,Walking tours,Explore Galle Dutch Fort,Visit Galle Fort Lighthouse,Maritime Museum,Sea Turtle Hatchery,Tuk Tuk Tours,Meeran Jumma Mosque"
Southern,Galle,Hot,Spiritual,CORAL REEF BEACH HOTEL,"336,GALLE ROAD,HIKKADUWA",10100,"Music festivals,Walking tours,Explore Galle Dutch Fort,Visit Galle Fort Lighthouse,Maritime Museum,Sea Turtle Hatchery,Tuk Tuk Tours,Meeran Jumma Mosque"
Southern,Galle,Hot,Spiritual,AVENRA BEACH HOTEL,"NO 714, NARIGAMA HIKKADUWA",10300,"Music festivals,Walking tours,Explore Galle Dutch Fort,Visit Galle Fort Lighthouse,Maritime Museum,Sea Turtle Hatchery,Tuk Tuk Tours,Meeran Jumma Mosque"
Southern,Galle,Hot,Spiritual,SUNSHINE INN,"DALAWELLA,UNAWATUNA",18000,"Music festivals,Walking tours,Explore Galle Dutch Fort,Visit Galle Fort Lighthouse,Maritime Museum,Sea Turtle Hatchery,Tuk Tuk Tours,Meeran Jumma Mosque"
Southern,Galle,Hot,Spiritual,VILLA RANMENIKA,"GALLE ROAD, AHUNGALLA.",8800,"Music festivals,Walking tours,Explore Galle Dutch Fort,Visit Galle Fort Lighthouse,Maritime Museum,Sea Turtle Hatchery,Tuk Tuk Tours,Meeran Jumma Mosque"
Southern,Galle,Hot,Spiritual,MICHELLE BOUTIQUE HOTEL,"432,GALLE ROAD,BALAPITIYA",47100,"Music festivals,Walking tours,Explore Galle Dutch Fort,Visit Galle Fort Lighthouse,Maritime Museum,Sea Turtle Hatchery,Tuk Tuk Tours,Meeran Jumma Mosque"
Southern,Galle,Hot,Spiritual,THAPROBAN PAVILION RESORT & SPA,"YADDEHIMULLA, UNAWATUNA.",27700,"Music festivals,Walking tours,Explore Galle Dutch Fort,Visit Galle Fort Lighthouse,Maritime Museum,Sea Turtle Hatchery,Tuk Tuk Tours,Meeran Jumma Mosque"
Southern,Galle,Hot,Spiritual,GARTONS CAPE,"DENUWALA,AHANGAMA.",33800,"Music festivals,Walking tours,Explore Galle Dutch Fort,Visit Galle Fort Lighthouse,Maritime Museum,Sea Turtle Hatchery,Tuk Tuk Tours,Meeran Jumma Mosque"
Southern,Galle,Hot,Spiritual,SHINAGAWA BEACH,"NO 30,OLD GURU NIWASA ROAD,BALAPITIYA",12900,"Music festivals,Walking tours,Explore Galle Dutch Fort,Visit Galle Fort Lighthouse,Maritime Museum,Sea Turtle Hatchery,Tuk Tuk Tours,Meeran Jumma Mosque"
Southern,Galle,Hot,Spiritual,THE LONG BEACH RESORT & SPA,"KOGGALA,HABARADUWA,SRI LANKA.",11700,"Music festivals,Walking tours,Explore Galle Dutch Fort,Visit Galle Fort Lighthouse,Maritime Museum,Sea Turtle Hatchery,Tuk Tuk Tours,Meeran Jumma Mosque"
Southern,Galle,Hot,Spiritual,WHISPERING PALMS HOTEL,"GALLE ROAD,YALEGAMA,INDURUWA",24600,"Music festivals,Walking tours,Explore Galle Dutch Fort,Visit Galle Fort Lighthouse,Maritime Museum,Sea Turtle Hatchery,Tuk Tuk Tours,Meeran Jumma Mosque"
Southern,Galle,Hot,Spiritual,CALAMANSI COVE BY JETWING,"62, WIJERAMA ROAD, BRAHAKMANAWATTE, BALAPITIYA",36200,"Music festivals,Walking tours,Explore Galle Dutch Fort,Visit Galle Fort Lighthouse,Maritime Museum,Sea Turtle Hatchery,Tuk Tuk Tours,Meeran Jumma Mosque"
Southern,Galle,Hot,Spiritual,GLORIA GRAND HOTEL,"YADDEHIMULLA ROAD,UNAWATUNA",14100,"Music festivals,Walking tours,Explore Galle Dutch Fort,Visit Galle Fort Lighthouse,Maritime Museum,Sea Turtle Hatchery,Tuk Tuk Tours,Meeran Jumma Mosque"
Southern,Galle,Hot,Spiritual,HOTEL ROCK FORT,"GURUKANDA WATTA-DALAWELLA,UNAWATUNA",17800,"Music festivals,Walking tours,Explore Galle Dutch Fort,Visit Galle Fort Lighthouse,Maritime Museum,Sea Turtle Hatchery,Tuk Tuk Tours,Meeran Jumma Mosque"
Southern,Galle,Hot,Spiritual,SOUTH LAKE RESORT,"KATHALUWA, AHANGAMA",10600,"Music festivals,Walking tours,Explore Galle Dutch Fort,Visit Galle Fort Lighthouse,Maritime Museum,Sea Turtle Hatchery,Tuk Tuk Tours,Meeran Jumma Mosque"
Southern,Galle,Hot,Spiritual,TRI,"ALADUWA WATTA, PELESSA, THITHTHAGALLE, AHANGAMA",24200,"Music festivals,Walking tours,Explore Galle Dutch Fort,Visit Galle Fort Lighthouse,Maritime Museum,Sea Turtle Hatchery,Tuk Tuk Tours,Meeran Jumma Mosque"
Southern,Galle,Hot,Spiritual,ROCK SIDE BEACH RESORT,"GALLE ROAD, ATHURUWELLA, INDURUWA",24400,"Music festivals,Walking tours,Explore Galle Dutch Fort,Visit Galle Fort Lighthouse,Maritime Museum,Sea Turtle Hatchery,Tuk Tuk Tours,Meeran Jumma Mosque"
Southern,Galle,Hot,Spiritual,VILLA THAWTHISA,"USWATHTHA IHALA, YADDEHIMULLA, UNAWATUNA",22100,"Music festivals,Walking tours,Explore Galle Dutch Fort,Visit Galle Fort Lighthouse,Maritime Museum,Sea Turtle Hatchery,Tuk Tuk Tours,Meeran Jumma Mosque"
Southern,Galle,Hot,Spiritual,R DEGREES HOTEL,"NO 457,GALLE ROAD,AMBALANGODA.",6500,"Music festivals,Walking tours,Explore Galle Dutch Fort,Visit Galle Fort Lighthouse,Maritime Museum,Sea Turtle Hatchery,Tuk Tuk Tours,Meeran Jumma Mosque"
Southern,Galle,Hot,Spiritual,AMARI GALLE,"523C-446,COLOMBO ROAD,GINTHOTA,GALLE.",22000,"Music festivals,Walking tours,Explore Galle Dutch Fort,Visit Galle Fort Lighthouse,Maritime Museum,Sea Turtle Hatchery,Tuk Tuk Tours,Meeran Jumma Mosque"
Western,Gampaha,Breeze,City life,THE WALAWWA,"MINUWANGODA ROAD,OPATHA,KOTUGODA.",16700,"Fishing,Cafe hopping,Pub crawling,Cycling,Picnicking,Market shopping, Food tours,Bus tours,Concerts"
Western,Gampaha,Breeze,City life,COMILLA BUNGALOW,"""COMILLA WATHE"" 76/5, INDURUGALLA, WATHURUGAMA",24100,"Fishing,Cafe hopping,Pub crawling,Cycling,Picnicking,Market shopping, Food tours,Bus tours,Concerts"
Western,Gampaha,Breeze,City life,SACHAL MIR'S,"2-C, DUNGALPITIYA, THALAHENA, NEGAMBO",19300,"Fishing,Cafe hopping,Pub crawling,Cycling,Picnicking,Market shopping, Food tours,Bus tours,Concerts"
